seconds,bpm,nd
564.000,129.250,24.000
564.250,129.250,24.500
564.500,128.250,23.500
564.750,128.250,23.000
565.000,128.000,23.500
565.250,128.000,23.500
565.500,128.000,23.000
565.750,128.000,23.500
566.000,128.000,24.500
566.250,130.500,24.500
566.500,130.500,23.000
566.750,134.750,23.000
567.000,134.750,23.500
567.250,137.750,23.500
567.500,140.500,23.500
567.750,140.500,23.500
568.000,142.250,23.500
568.250,142.250,23.000
568.500,143.500,23.000
568.750,143.750,23.500
569.000,143.750,23.000
569.250,142.250,22.500
569.500,142.250,23.000
569.750,141.000,22.500
570.000,141.000,22.500
570.250,139.000,23.000
570.500,138.000,23.500
570.750,138.000,23.500
571.000,137.000,24.000
571.250,137.000,23.500
571.500,137.000,23.500
571.750,132.250,23.500
572.000,132.250,23.000
572.250,132.250,23.000
572.500,132.250,23.500
572.750,132.000,24.000
573.000,131.500,23.500
573.250,131.500,23.500
573.500,126.750,23.500
573.750,126.750,22.500
574.000,127.250,22.500
574.250,127.250,23.000
574.500,128.750,23.000
574.750,128.750,23.000
575.000,129.250,23.000
575.250,129.250,23.000
575.500,127.750,22.500
575.750,127.750,23.000
576.000,127.750,23.500
576.250,127.750,23.500
576.500,126.250,24.000
576.750,126.750,23.500
577.000,126.750,22.500
577.250,130.000,23.000
577.500,130.000,23.500
577.750,131.500,24.500
578.000,131.500,25.000
578.250,128.250,24.000
578.500,128.250,23.000
578.750,128.250,22.500
579.000,128.250,22.500
579.250,136.750,22.500
579.500,139.000,22.500
579.750,139.000,22.500
580.000,140.000,22.000
580.250,140.000,21.500
580.500,140.250,21.500
580.750,140.250,21.000
581.000,140.500,21.000
581.250,140.750,21.000
581.500,140.750,21.000
581.750,139.750,21.000
582.000,139.750,21.000
582.250,138.000,21.000
582.500,137.250,20.500
582.750,137.250,20.500
583.000,127.750,21.000
583.250,127.750,21.000
583.500,126.000,21.000
583.750,126.000,21.500
584.000,126.000,21.000
584.250,126.750,20.500
584.500,126.750,21.000
584.750,125.000,20.500
585.000,125.000,20.500
585.250,124.250,21.000
585.500,124.250,21.000
585.750,125.000,20.500
586.000,125.000,20.500
586.250,130.000,21.000
586.500,130.000,20.500
586.750,134.500,20.500
587.000,136.750,20.500
587.250,136.750,20.000
587.500,139.250,20.000
587.750,139.250,20.500
588.000,141.500,20.500
588.250,143.250,20.500
588.500,143.250,20.500
588.750,144.750,20.500
589.000,144.750,20.000
589.250,144.750,20.500
589.500,144.750,20.500
589.750,143.250,20.500
590.000,143.250,20.500
590.250,142.000,20.500
590.500,142.000,20.500
590.750,140.250,20.000
591.000,140.250,20.500
591.250,136.250,20.500
591.500,133.000,20.000
591.750,133.000,21.000
592.000,128.250,20.500
592.250,128.250,21.000
592.500,127.500,21.000
592.750,127.500,21.000
593.000,128.250,20.500
593.250,128.250,20.500
593.500,129.750,21.000
593.750,129.750,21.000
594.000,131.000,21.000
594.250,134.000,21.000
594.500,134.000,20.500
594.750,136.250,20.500
595.000,136.250,21.000
595.250,136.250,21.000
595.500,135.000,21.000
595.750,135.000,21.000
596.000,135.000,21.000
596.250,130.000,21.000
596.500,130.750,21.000
596.750,130.750,21.000
597.000,132.000,21.000
597.250,132.000,21.000
597.500,132.750,21.000
597.750,132.750,20.500
598.000,130.500,20.500
598.250,130.500,20.000
598.500,128.250,19.500
598.750,128.250,20.000
599.000,125.250,20.500
599.250,125.250,20.000
599.500,127.000,19.500
599.750,129.500,19.500
600.000,129.500,19.500
600.250,131.250,19.500
600.500,131.250,20.000
600.750,132.750,20.000
601.000,132.750,20.000
601.250,134.000,20.500
601.500,133.000,20.000
601.750,133.000,20.000
602.000,128.250,20.500
602.250,128.250,20.000
602.500,125.500,20.500
602.750,125.500,20.500
603.000,127.000,20.500
603.250,127.000,20.500
603.500,133.250,20.000
603.750,133.250,20.000
604.000,138.000,20.000
604.250,140.000,20.000
604.500,140.000,20.000
604.750,142.250,19.500
605.000,142.250,20.000
605.250,143.750,20.000
605.500,144.750,21.000
605.750,144.750,21.500
606.000,144.750,21.500
606.250,144.750,21.000
606.500,143.750,21.500
606.750,139.750,22.000
607.000,139.750,22.000
607.250,136.500,22.500
607.500,136.500,23.000
607.750,134.500,23.500
608.000,134.500,23.500
608.250,131.500,24.000
608.500,126.500,23.500
608.750,126.500,23.500
609.000,123.500,24.000
609.250,123.500,24.000
609.500,122.250,24.500
609.750,122.250,27.500
610.000,122.250,29.500
610.250,122.250,27.500
610.500,122.250,27.000
610.750,122.250,27.500
611.000,122.250,25.000
611.250,0.000,24.500
611.500,154.000,23.500
611.750,154.000,22.500
612.000,155.000,22.000
612.250,155.000,21.000
612.500,155.250,20.500
612.750,155.250,19.500
613.000,157.250,18.000
613.250,157.250,17.500
613.500,157.750,17.000
613.750,157.750,16.500
614.000,158.750,16.500
614.250,158.750,16.500
614.500,158.750,16.000
614.750,158.000,16.000
615.000,157.250,15.500
615.250,157.250,15.500
615.500,157.250,15.000
615.750,154.250,14.500
616.000,151.750,14.500
616.250,151.750,14.000
616.500,150.250,13.500
616.750,150.250,13.500
617.000,150.000,12.500
617.250,149.750,10.500
617.500,149.750,10.000
617.750,149.750,9.500
618.000,149.750,9.000
618.250,149.750,8.500
618.500,149.750,8.000
618.750,149.750,7.500
619.000,0.000,7.500
619.250,0.000,8.000
619.500,0.000,8.500
619.750,0.000,10.000
620.000,0.000,11.000
620.250,0.000,11.500
620.500,0.000,12.000
620.750,0.000,13.000
621.000,0.000,14.500
621.250,0.000,15.500
621.500,0.000,16.500
621.750,0.000,17.000
622.000,0.000,18.000
622.250,0.000,18.000
622.500,0.000,18.000
622.750,0.000,19.000
623.000,92.750,19.000
623.250,92.750,19.000
623.500,101.500,19.500
623.750,101.500,20.000
624.000,107.000,19.500
624.250,107.000,20.000
624.500,109.500,20.500
624.750,109.500,20.000
625.000,113.750,20.000
625.250,113.750,20.500
625.500,117.500,20.000
625.750,117.500,20.500
626.000,117.500,21.000
626.250,118.750,23.000
626.500,118.750,23.000
626.750,119.000,23.500
627.000,119.000,25.000
627.250,119.000,23.500
627.500,119.000,24.000
627.750,119.000,24.500
628.000,119.000,25.000
628.250,119.000,24.500
628.500,0.000,25.000
628.750,152.250,24.500
629.000,152.250,23.500
629.250,151.000,23.000
629.500,152.000,23.500
629.750,152.000,23.000
630.000,153.750,23.000
630.250,154.500,24.000
630.500,154.500,24.500
630.750,155.000,24.500
631.000,155.000,25.000
631.250,155.000,24.500
631.500,155.750,25.000
631.750,155.500,24.500
632.000,155.500,24.000
632.250,154.500,24.000
632.500,154.500,23.500
632.750,154.750,23.500
633.000,153.750,23.000
633.250,153.750,22.000
633.500,153.250,22.000
633.750,152.750,21.500
634.000,152.750,21.000
634.250,152.000,20.500
634.500,150.500,22.000
634.750,150.500,22.500
635.000,149.250,22.500
635.250,149.250,22.500
635.500,148.250,23.000
635.750,146.000,23.500
636.000,146.000,23.500
636.250,146.000,23.500
636.500,135.250,23.000
636.750,135.250,22.500
637.000,130.750,21.500
637.250,130.750,22.000
637.500,126.750,22.000
637.750,126.750,21.500
638.000,124.250,21.500
638.250,124.250,21.000
638.500,121.500,21.000
638.750,121.500,21.500
639.000,120.500,21.000
639.250,120.500,21.500
639.500,118.750,22.000
639.750,118.750,23.500
640.000,118.750,24.500
640.250,118.750,23.500
640.500,114.000,24.500
640.750,114.000,24.500
641.000,114.000,23.500
641.250,111.000,23.500
641.500,111.000,23.000
641.750,111.000,22.500
642.000,111.000,22.500
642.250,111.000,23.500
642.500,111.000,24.000
642.750,110.250,23.000
643.000,110.250,22.000
643.250,105.500,21.500
643.500,105.500,21.500
643.750,105.500,21.500
644.000,104.250,21.500
644.250,104.250,23.000
644.500,103.000,23.500
644.750,103.000,23.500
645.000,102.750,24.000
645.250,102.750,24.000
645.500,102.750,24.500
645.750,102.500,24.500
646.000,102.500,24.500
646.250,103.000,25.000
646.500,103.000,25.000
646.750,103.000,25.000
647.000,100.500,25.000
647.250,100.500,24.500
647.500,101.250,24.500
647.750,101.250,24.500
648.000,103.500,25.000
648.250,103.500,27.000
648.500,103.500,28.000
648.750,102.250,28.500
649.000,102.250,29.500
649.250,96.500,29.500
649.500,96.500,29.500
649.750,96.500,30.000
650.000,93.500,30.500
650.250,93.500,31.000
650.500,90.250,31.000
650.750,90.250,31.500
651.000,90.250,31.500
651.250,93.250,31.000
651.500,93.250,30.500
651.750,94.500,30.500
652.000,94.500,30.500
652.250,94.500,30.500
652.500,96.250,30.500
652.750,96.250,30.500
653.000,96.500,31.000
653.250,96.500,31.000
653.500,96.500,31.000
653.750,97.750,30.500
654.000,97.750,30.500
654.250,96.750,31.000
654.500,96.750,30.500
654.750,96.750,29.500
655.000,95.500,28.000
655.250,95.500,26.500
655.500,95.500,25.500
655.750,96.000,23.500
656.000,96.000,22.500
656.250,96.000,22.500
656.500,96.000,20.000
656.750,94.250,18.500
657.000,94.250,16.500
657.250,94.250,14.500
657.500,93.250,15.000
657.750,93.250,14.500
658.000,94.250,14.000
658.250,94.250,14.500
658.500,94.250,15.000
658.750,94.750,14.500
659.000,94.750,15.000
659.250,97.000,15.500
659.500,97.000,15.500
659.750,97.000,16.000
660.000,98.500,16.500
660.250,98.500,16.000
660.500,103.500,15.500
660.750,103.500,14.000
661.000,105.750,13.000
661.250,105.750,13.500
661.500,105.750,14.500
661.750,109.250,13.500
662.000,109.250,12.000
662.250,113.750,12.000
662.500,113.750,12.000
662.750,115.000,13.500
663.000,115.000,14.500
663.250,116.500,15.500
663.500,116.500,15.000
663.750,116.500,15.000
664.000,116.500,16.500
664.250,116.500,17.000
664.500,116.500,18.000
664.750,117.000,18.500
665.000,117.000,18.500
665.250,115.750,19.500
665.500,115.750,19.500
665.750,114.750,20.000
666.000,114.750,20.000
666.250,115.750,19.500
666.500,115.750,19.500
666.750,117.000,19.500
667.000,117.000,18.500
667.250,119.500,18.000
667.500,119.500,18.500
667.750,119.250,17.500
668.000,119.250,17.000
668.250,123.000,18.000
668.500,123.000,18.000
668.750,127.000,17.500
669.000,127.000,18.000
669.250,130.000,18.000
669.500,130.000,18.500
669.750,129.500,18.500
670.000,129.500,18.500
670.250,129.250,19.000
670.500,129.250,19.500
670.750,129.250,19.500
671.000,129.250,20.000
671.250,129.250,20.500
671.500,129.250,20.000
671.750,129.250,20.000
672.000,129.250,20.000
672.250,0.000,19.500
672.500,0.000,19.000
672.750,86.500,19.000
673.000,86.500,18.000
673.250,86.500,16.500
673.500,89.250,16.000
673.750,89.250,15.500
674.000,87.000,15.000
674.250,87.000,14.500
674.500,87.000,13.500
674.750,87.750,13.000
675.000,87.750,14.000
675.250,92.000,15.000
675.500,92.000,16.000
675.750,92.000,17.500
676.000,97.250,20.000
676.250,97.250,21.000
676.500,98.250,20.500
676.750,98.250,21.000
677.000,98.250,17.500
677.250,98.250,16.500
677.500,98.500,14.500
677.750,98.500,15.500
678.000,98.500,15.000
678.250,98.500,9.000
678.500,0.000,7.000
678.750,0.000,5.000
679.000,0.000,3.000
679.250,0.000,1.500
679.500,0.000,0.500
679.750,0.000,0.000
680.000,0.000,0.000
680.250,0.000,0.000
680.500,0.000,0.000
680.750,0.000,0.000
681.000,0.000,0.000
681.250,0.000,0.000
681.500,0.000,0.000
681.750,0.000,0.000
682.000,0.000,0.000
682.250,0.000,0.000
682.500,0.000,0.000
682.750,0.000,0.000
683.000,0.000,0.000
683.250,0.000,0.000
683.500,0.000,0.000
683.750,0.000,0.000
684.000,0.000,0.000
684.250,0.000,0.000
684.500,0.000,0.000
684.750,0.000,0.000
685.000,0.000,0.000
685.250,0.000,0.000
685.500,0.000,0.000
685.750,0.000,0.000
686.000,0.000,0.000
686.250,138.500,0.000
686.500,138.500,3.000
686.750,138.500,0.000
687.000,138.500,0.000
687.250,138.500,0.000
687.500,138.500,0.000
687.750,138.500,0.500
688.000,138.500,0.500
688.250,138.500,0.500
688.500,138.500,0.500
688.750,138.500,0.000
689.000,0.000,0.000
689.250,0.000,0.000
689.500,0.000,0.000
689.750,0.000,0.000
690.000,0.000,0.000
690.250,0.000,0.000
690.500,0.000,0.000
690.750,0.000,0.000
691.000,0.000,0.000
691.250,0.000,0.000
691.500,0.000,0.000
691.750,0.000,0.000
692.000,0.000,0.000
692.250,0.000,0.000
692.500,0.000,0.000
692.750,0.000,0.000
693.000,0.000,0.000
693.250,0.000,0.000
693.500,0.000,0.000
693.750,0.000,0.000
694.000,0.000,0.000
694.250,0.000,0.000
694.500,0.000,0.000
694.750,0.000,0.000
695.000,0.000,0.000
695.250,0.000,0.000
695.500,0.000,0.000
695.750,0.000,0.000
696.000,0.000,0.000
696.250,0.000,0.000
696.500,0.000,0.000
696.750,0.000,0.500
697.000,0.000,0.500
697.250,0.000,0.500
697.500,0.000,0.000
697.750,0.000,0.000
698.000,0.000,0.000
698.250,0.000,0.000
698.500,0.000,0.000
698.750,0.000,0.000
699.000,0.000,0.500
699.250,0.000,0.000
699.500,0.000,0.000
699.750,0.000,0.000
700.000,0.000,0.500
700.250,0.000,0.500
700.500,0.000,0.000
700.750,0.000,0.000
701.000,0.000,0.500
701.250,0.000,0.500
701.500,0.000,0.000
701.750,0.000,0.000
702.000,0.000,0.000
702.250,0.000,0.500
702.500,0.000,0.000
702.750,0.000,0.500
703.000,0.000,0.500
703.250,0.000,0.000
703.500,0.000,0.000
703.750,0.000,0.000
704.000,0.000,0.500
704.250,0.000,0.000
704.500,0.000,0.000
704.750,0.000,0.000
705.000,0.000,0.000
705.250,0.000,0.000
705.500,0.000,0.000
705.750,0.000,0.000
706.000,0.000,0.000
706.250,0.000,0.000
706.500,0.000,0.000
706.750,0.000,0.000
707.000,0.000,0.000
707.250,0.000,0.000
707.500,0.000,0.000
707.750,0.000,0.000
708.000,0.000,0.000
708.250,0.000,0.000
708.500,0.000,0.000
708.750,0.000,0.000
709.000,0.000,0.000
709.250,0.000,0.000
709.500,0.000,0.000
709.750,0.000,0.000
710.000,0.000,0.000
710.250,0.000,0.000
710.500,0.000,0.000
710.750,0.000,0.000
711.000,0.000,0.000
711.250,0.000,0.000
711.500,0.000,0.500
711.750,0.000,0.000
712.000,0.000,0.000
712.250,0.000,0.000
712.500,0.000,0.000
712.750,0.000,0.000
713.000,0.000,0.000
713.250,0.000,0.000
713.500,0.000,0.000
713.750,0.000,0.000
714.000,0.000,0.000
714.250,0.000,0.000
714.500,0.000,0.000
714.750,0.000,0.000
715.000,0.000,0.000
715.250,0.000,0.000
715.500,0.000,0.000
715.750,0.000,0.000
716.000,0.000,0.000
716.250,0.000,0.000
716.500,0.000,0.000
716.750,0.000,0.000
717.000,0.000,0.000
717.250,0.000,0.000
717.500,0.000,0.000
717.750,0.000,0.000
718.000,0.000,0.000
718.250,0.000,0.000
718.500,0.000,0.000
718.750,0.000,0.000
719.000,0.000,0.000
719.250,0.000,0.000
719.500,0.000,0.000
719.750,0.000,0.000
720.000,0.000,0.000
720.250,0.000,0.000
720.500,0.000,0.000
720.750,0.000,0.000
721.000,0.000,0.000
721.250,0.000,0.000
721.500,0.000,0.000
721.750,0.000,0.000
722.000,0.000,0.000
722.250,0.000,0.000
722.500,0.000,0.000
722.750,0.000,0.000
723.000,0.000,0.000
723.250,0.000,0.000
723.500,0.000,0.000
723.750,0.000,0.000
724.000,0.000,0.000
724.250,0.000,0.000
724.500,0.000,0.000
724.750,0.000,0.000
725.000,0.000,0.000
725.250,0.000,0.000
725.500,0.000,0.000
725.750,0.000,0.000
726.000,0.000,0.000
726.250,0.000,0.000
726.500,0.000,0.000
726.750,0.000,0.000
727.000,0.000,0.000
727.250,0.000,0.000
727.500,0.000,0.000
727.750,0.000,0.000
728.000,0.000,0.000
728.250,0.000,0.000
728.500,0.000,0.000
728.750,0.000,0.000
729.000,0.000,0.000
729.250,0.000,0.000
729.500,0.000,0.000
729.750,0.000,0.000
730.000,0.000,0.000
730.250,0.000,0.000
730.500,0.000,0.000
730.750,0.000,0.000
731.000,0.000,0.000
731.250,0.000,0.000
731.500,0.000,0.000
731.750,0.000,0.000
732.000,0.000,0.000
732.250,0.000,0.000
732.500,0.000,0.000
732.750,0.000,0.000
733.000,0.000,0.000
733.250,0.000,0.000
733.500,0.000,0.000
733.750,0.000,0.000
734.000,0.000,0.000
734.250,0.000,0.000
734.500,0.000,0.000
734.750,0.000,0.000
735.000,0.000,0.000
735.250,0.000,0.000
735.500,0.000,0.000
735.750,0.000,0.000
736.000,0.000,0.000
736.250,0.000,0.000
736.500,0.000,0.000
736.750,0.000,0.000
737.000,0.000,0.000
737.250,0.000,0.000
737.500,0.000,0.000
737.750,0.000,0.000
738.000,0.000,0.000
738.250,0.000,0.000
738.500,0.000,0.000
738.750,0.000,0.000
739.000,0.000,0.000
739.250,0.000,0.000
739.500,0.000,0.000
739.750,0.000,0.000
740.000,0.000,0.000
740.250,0.000,0.000
740.500,0.000,0.000
740.750,0.000,0.000
741.000,0.000,0.000
741.250,0.000,0.000
741.500,0.000,0.000
741.750,0.000,0.000
742.000,0.000,0.000
742.250,0.000,0.000
742.500,0.000,0.000
742.750,0.000,0.000
743.000,0.000,0.000
743.250,0.000,0.000
743.500,0.000,0.000
743.750,0.000,0.000
744.000,0.000,0.000
744.250,0.000,0.000
744.500,0.000,0.000
744.750,0.000,0.000
745.000,0.000,0.000
745.250,0.000,0.000
745.500,0.000,0.000
745.750,0.000,0.000
746.000,0.000,0.000
746.250,0.000,0.000
746.500,0.000,0.000
746.750,0.000,0.000
747.000,0.000,0.000
747.250,0.000,0.000
747.500,0.000,0.000
747.750,0.000,0.000
748.000,0.000,0.000
748.250,0.000,0.000
748.500,0.000,0.000
748.750,0.000,0.000
749.000,0.000,0.000
749.250,0.000,0.000
749.500,0.000,0.000
749.750,0.000,0.000
750.000,0.000,0.000
750.250,0.000,0.000
750.500,0.000,0.000
750.750,0.000,0.000
751.000,0.000,0.000
751.250,0.000,0.000
751.500,0.000,0.000
751.750,0.000,0.000
752.000,0.000,0.000
752.250,0.000,0.000
752.500,0.000,0.000
752.750,0.000,0.000
753.000,0.000,0.000
753.250,0.000,0.000
753.500,0.000,0.000
753.750,0.000,0.000
754.000,0.000,0.000
754.250,0.000,0.000
754.500,0.000,0.000
754.750,0.000,0.000
755.000,0.000,0.000
755.250,0.000,0.000
755.500,0.000,0.000
755.750,0.000,0.000
756.000,0.000,0.000
756.250,0.000,0.000
756.500,0.000,0.000
756.750,0.000,0.000
757.000,0.000,0.000
757.250,0.000,0.000
757.500,0.000,0.000
757.750,0.000,0.000
758.000,0.000,0.000
758.250,0.000,0.000
758.500,0.000,0.000
758.750,0.000,0.000
759.000,0.000,0.000
759.250,0.000,0.000
759.500,0.000,0.000
759.750,0.000,0.000
760.000,0.000,0.000
760.250,0.000,0.000
760.500,0.000,0.000
760.750,0.000,0.000
761.000,0.000,0.000
761.250,0.000,0.000
761.500,0.000,0.000
761.750,0.000,0.000
762.000,0.000,0.000
762.250,0.000,0.000
762.500,0.000,0.000
762.750,0.000,0.000
763.000,0.000,0.000
763.250,0.000,0.000
763.500,0.000,0.000
763.750,0.000,0.000
764.000,0.000,0.000
764.250,0.000,0.000
764.500,0.000,0.000
764.750,0.000,0.000
765.000,0.000,0.000
765.250,0.000,0.000
765.500,0.000,0.000
765.750,0.000,0.000
766.000,0.000,0.000
766.250,0.000,0.000
766.500,0.000,0.000
766.750,0.000,0.000
767.000,0.000,0.000
767.250,0.000,0.000
767.500,0.000,0.000
767.750,0.000,0.000
768.000,0.000,0.000
768.250,0.000,0.000
768.500,0.000,0.000
768.750,0.000,0.000
769.000,0.000,0.000
769.250,0.000,0.000
769.500,0.000,0.000
769.750,0.000,0.000
770.000,0.000,0.000
770.250,0.000,0.000
770.500,0.000,0.000
770.750,0.000,0.000
771.000,0.000,0.000
771.250,0.000,0.000
771.500,0.000,0.000
771.750,0.000,0.000
772.000,0.000,0.000
772.250,0.000,0.000
772.500,0.000,0.000
772.750,0.000,0.000
773.000,0.000,0.000
773.250,0.000,0.000
773.500,0.000,0.000
773.750,0.000,0.000
774.000,0.000,0.000
774.250,0.000,0.000
774.500,0.000,0.000
774.750,0.000,0.000
775.000,0.000,0.000
775.250,0.000,0.000
775.500,0.000,0.000
775.750,0.000,0.000
776.000,0.000,0.000
776.250,0.000,0.000
776.500,0.000,0.000
776.750,0.000,0.000
777.000,0.000,0.000
777.250,0.000,0.000
777.500,0.000,0.000
777.750,0.000,0.000
778.000,0.000,0.000
778.250,0.000,0.000
778.500,0.000,0.000
778.750,0.000,0.000
779.000,0.000,0.000
779.250,0.000,0.000
779.500,0.000,0.000
779.750,0.000,0.000
780.000,0.000,0.000
780.250,0.000,0.000
780.500,0.000,0.000
780.750,0.000,0.000
781.000,0.000,0.000
781.250,0.000,0.000
781.500,0.000,0.000
781.750,0.000,0.000
782.000,0.000,0.000
782.250,0.000,0.000
782.500,0.000,0.000
782.750,0.000,0.000
783.000,0.000,0.000
783.250,0.000,0.000
783.500,0.000,0.000
783.750,0.000,0.000
784.000,0.000,0.000
784.250,0.000,0.000
784.500,0.000,0.000
784.750,0.000,0.000
785.000,0.000,0.000
785.250,0.000,0.000
785.500,0.000,0.000
785.750,0.000,0.000
786.000,0.000,0.000
786.250,0.000,0.000
786.500,0.000,0.000
786.750,0.000,0.000
787.000,0.000,0.000
787.250,0.000,0.000
787.500,0.000,0.000
787.750,0.000,0.000
788.000,0.000,0.000
788.250,0.000,0.000
788.500,0.000,0.000
788.750,0.000,0.000
789.000,0.000,0.000
789.250,0.000,0.000
789.500,0.000,0.000
789.750,0.000,0.000
790.000,0.000,0.000
790.250,0.000,0.000
790.500,0.000,0.000
790.750,0.000,0.000
791.000,0.000,0.000
791.250,0.000,0.000
791.500,0.000,0.000
791.750,0.000,0.000
792.000,0.000,0.000
792.250,0.000,0.000
792.500,0.000,0.000
792.750,0.000,0.000
793.000,0.000,0.000
793.250,0.000,0.000
793.500,0.000,0.000
793.750,0.000,0.000
794.000,0.000,0.000
794.250,0.000,0.000
794.500,0.000,0.000
794.750,0.000,0.000
795.000,0.000,0.000
795.250,0.000,0.000
795.500,0.000,0.000
795.750,0.000,0.000
796.000,0.000,0.000
796.250,0.000,0.000
796.500,0.000,0.000
796.750,0.000,0.000
797.000,0.000,0.000
797.250,0.000,0.000
797.500,0.000,0.000
797.750,0.000,0.000
798.000,0.000,0.000
798.250,0.000,0.000
798.500,0.000,0.000
798.750,0.000,0.000
799.000,0.000,0.000
799.250,0.000,0.000
799.500,0.000,0.000
799.750,0.000,0.000
800.000,0.000,0.000
800.250,0.000,0.000
800.500,0.000,0.000
800.750,0.000,0.000
801.000,0.000,0.000
801.250,0.000,0.000
801.500,0.000,0.000
801.750,0.000,0.000
802.000,0.000,0.000
802.250,0.000,0.000
802.500,0.000,0.000
802.750,0.000,0.000
803.000,0.000,0.000
803.250,0.000,0.000
803.500,0.000,0.000
803.750,0.000,0.000
804.000,0.000,0.000
804.250,0.000,0.000
804.500,0.000,0.000
804.750,0.000,0.000
805.000,0.000,0.000
805.250,0.000,0.000
805.500,0.000,0.000
805.750,0.000,0.000
806.000,0.000,0.000
806.250,0.000,0.000
806.500,0.000,0.000
806.750,0.000,0.000
807.000,0.000,0.000
807.250,0.000,0.000
807.500,0.000,0.000
807.750,0.000,0.000
808.000,0.000,0.000
808.250,0.000,0.000
808.500,0.000,0.000
808.750,0.000,0.000
809.000,0.000,0.000
809.250,0.000,0.000
809.500,0.000,0.000
809.750,0.000,0.000
810.000,0.000,0.000
810.250,0.000,0.000
810.500,0.000,0.000
810.750,0.000,0.000
811.000,0.000,0.000
811.250,0.000,0.000
811.500,0.000,0.000
811.750,0.000,0.000
812.000,0.000,0.000
812.250,0.000,0.000
812.500,0.000,0.000
812.750,0.000,0.000
813.000,0.000,0.000
813.250,0.000,0.000
813.500,0.000,0.000
813.750,0.000,0.000
814.000,0.000,0.000
814.250,0.000,0.000
814.500,0.000,0.000
814.750,0.000,0.000
815.000,0.000,0.000
815.250,0.000,0.000
815.500,0.000,0.000
815.750,0.000,0.000
816.000,0.000,0.000
816.250,0.000,0.000
816.500,0.000,0.000
816.750,0.000,0.000
817.000,0.000,0.000
817.250,0.000,0.000
817.500,0.000,0.000
817.750,0.000,0.000
818.000,0.000,0.000
818.250,0.000,0.000
818.500,0.000,0.000
818.750,0.000,0.000
819.000,0.000,0.000
819.250,0.000,0.000
819.500,0.000,0.000
819.750,0.000,0.000
820.000,0.000,0.000
820.250,0.000,0.000
820.500,0.000,0.000
820.750,0.000,0.000
821.000,0.000,0.000
821.250,0.000,0.000
821.500,0.000,0.000
821.750,0.000,0.000
822.000,0.000,0.000
822.250,0.000,0.000
822.500,89.750,49.000
822.750,89.750,49.000
823.000,92.250,53.000
823.250,92.250,53.000
823.500,92.250,51.000
823.750,92.500,51.000
824.000,92.500,45.000
824.250,92.500,45.000
824.500,93.000,37.000
824.750,93.000,37.000
825.000,95.250,32.000
825.250,95.250,32.000
825.500,95.250,32.000
825.750,95.750,32.000
826.000,95.750,31.000
826.250,93.750,31.000
826.500,93.750,30.000
826.750,93.750,30.000
827.000,95.750,29.000
827.250,95.750,29.000
827.500,95.000,29.000
827.750,95.000,29.000
828.000,95.000,29.000
828.250,93.250,29.000
828.500,93.250,29.000
828.750,89.750,29.000
829.000,89.750,29.000
829.250,89.750,29.000
829.500,93.750,28.000
829.750,93.750,28.000
830.000,96.250,28.000
830.250,96.250,28.000
830.500,96.250,28.000
830.750,98.250,28.000
831.000,98.250,28.000
831.250,100.250,28.000
831.500,100.250,28.000
831.750,100.250,28.000
832.000,94.750,28.000
832.250,94.750,28.000
832.500,97.750,29.000
832.750,97.750,29.000
833.000,97.750,30.000
833.250,94.000,30.000
833.500,94.000,31.000
833.750,98.250,31.000
834.000,98.250,30.000
834.250,98.250,30.000
834.500,101.000,29.000
834.750,101.000,29.000
835.000,98.750,28.000
835.250,98.750,28.000
835.500,98.750,28.000
835.750,100.250,28.000
836.000,100.250,29.000
836.250,100.750,29.000
836.500,100.750,28.000
836.750,99.000,28.000
837.000,99.000,28.000
837.250,99.000,28.000
837.500,97.000,28.000
837.750,97.000,28.000
838.000,103.750,28.000
838.250,103.750,28.000
838.500,106.500,28.000
838.750,106.500,28.000
839.000,115.000,28.000
839.250,115.000,28.000
839.500,115.000,29.000
839.750,115.500,29.000
840.000,115.500,30.000
840.250,110.250,30.000
840.500,110.250,30.000
840.750,110.750,30.000
841.000,110.750,32.000
841.250,105.750,32.000
841.500,105.750,34.000
841.750,111.500,34.000
842.000,111.500,35.000
842.250,115.500,35.000
842.500,115.500,35.000
842.750,117.250,35.000
843.000,117.250,33.000
843.250,124.500,33.000
843.500,124.500,32.000
843.750,124.000,32.000
844.000,124.000,32.000
844.250,122.000,32.000
844.500,122.000,32.000
844.750,126.000,32.000
845.000,126.000,32.000
845.250,125.000,32.000
845.500,125.000,32.000
845.750,124.500,32.000
846.000,124.500,32.000
846.250,118.500,32.000
846.500,118.500,32.000
846.750,125.000,32.000
847.000,125.000,32.000
847.250,124.000,32.000
847.500,124.000,32.000
847.750,126.000,32.000
848.000,126.000,32.000
848.250,116.250,32.000
848.500,116.250,31.000
848.750,120.500,31.000
849.000,120.500,30.000
849.250,115.500,30.000
849.500,115.500,30.000
849.750,116.750,30.000
850.000,116.750,30.000
850.250,122.000,30.000
850.500,122.000,30.000
850.750,122.000,30.000
851.000,122.000,30.000
851.250,119.500,30.000
851.500,119.500,31.000
851.750,113.250,31.000
852.000,113.250,31.000
852.250,118.500,31.000
852.500,118.500,31.000
852.750,120.500,31.000
853.000,120.500,31.000
853.250,123.500,31.000
853.500,123.500,32.000
853.750,118.000,32.000
854.000,118.000,32.000
854.250,123.000,32.000
854.500,123.000,31.000
854.750,115.750,31.000
855.000,115.750,30.000
